catalog_order,id,name_en,name_ro,name_th,record_type,primary_category,all_categories,disciplines,hyrox_station_order,hyrox_station_name,equipment,muscles,movement_pattern,entity_type,prescription_mode,default_sets,default_reps_or_duration,unit,default_rest_seconds,per_side,loadable,increment_kg,can_fail_safely,needs_spotter,needs_safeties,contraindications,technical_complexity,coached_only,tempo_applies,tempo_class,review_status,evidence_source_ids,owner_csv_exact_match,owner_csv_disposition,owner_csv_source_name,english_aliases,notes
394,decline_push_up_high_feet,Decline Push-up (High Feet),Decline Push-up (High Feet),Decline Push-up (High Feet),movement,calisthenics,strength; calisthenics,strength; calisthenics,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Decline Push-up (High Feet),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
395,clap_push_up,Clap Push-up,Clap Push-up,Clap Push-up,movement,calisthenics,calisthenics; hiit,conditioning; calisthenics,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,plyometric,contacts,4,4,reps,60,false,false,0,true,false,false,ankle_impact; knee_impact; shoulder_press; wrist,3,false,false,standard_compound,internally_reviewed,nsca_plyometric; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Clap Push-up,,"Count crisp contacts only; use full recovery and stop when landing position or rebound quality changes. Evidence: nsca_plyometric, crossfit_gymnastics_guide."
396,wide_grip_push_up,Wide-Grip Push-up,Wide-Grip Push-up,Wide-Grip Push-up,movement,calisthenics,strength; calisthenics,strength; calisthenics,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Wide-Grip Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
397,close_grip_push_up,Close-Grip Push-up,Close-Grip Push-up,Close-Grip Push-up,movement,calisthenics,strength; calisthenics,strength; calisthenics,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Close-Grip Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
398,clock_push_up,Clock Push-up,Clock Push-up,Clock Push-up,movement,calisthenics,calisthenics; hiit,conditioning; calisthenics,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,conditioning_complex,interval,4,30,seconds,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Clock Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
399,planche_lean,Planche Lean,Planche Lean,Planche Lean,movement,calisthenics,street; calisthenics,calisthenics; street_workout,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,skill_drill,quality,4,10,seconds,60,false,false,0,true,false,false,shoulder_press; wrist,4,false,false,standard_compound,internally_reviewed,crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Planche Lean,,"Quality practice only; prerequisites and the coached-only gate take precedence over volume. Evidence: crossfit_gymnastics_guide, world_gymnastics_mag_2025."
400,planche_push_up,Planche Push-up,Planche Push-up,Planche Push-up,movement,calisthenics,street; calisthenics,calisthenics; street_workout,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,skill_drill,quality,4,4,reps,60,false,false,0,false,true,false,shoulder_press; wrist,5,true,false,standard_compound,internally_reviewed,crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Planche Push-up,,"Quality practice only; prerequisites and the coached-only gate take precedence over volume. Requires qualified coaching in APEX. Evidence: crossfit_gymnastics_guide, world_gymnastics_mag_2025."
401,hindu_push_up,Hindu Push-up,Hindu Push-up,Hindu Push-up,movement,strength,strength,strength,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Hindu Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
402,divebomber_push_up,Divebomber Push-up,Divebomber Push-up,Divebomber Push-up,movement,strength,strength,strength,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Divebomber Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
403,spiderman_push_up,Spiderman Push-up,Spiderman Push-up,Spiderman Push-up,movement,calisthenics,strength; calisthenics,strength; calisthenics,,,Bodyweight,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Spiderman Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
404,ring_push_up,Ring Push-up,Ring Push-up,Ring Push-up,movement,calisthenics,strength; calisthenics,strength; calisthenics; gymnastics,,,Rings,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Ring Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide, world_gymnastics_mag_2025."
405,ring_archer_push_up,Ring Archer Push-up,Ring Archer Push-up,Ring Archer Push-up,movement,calisthenics,strength; calisthenics,strength; calisthenics; gymnastics,,,Rings,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_press; wrist,4,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Ring Archer Push-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide, world_gymnastics_mag_2025."
406,ring_fly,Ring Fly,Ring Fly,Ring Fly,movement,calisthenics,strength; calisthenics,strength; calisthenics; gymnastics,,,Rings,chest; triceps; frontDelts,horizontal_push,resistance_dynamic,tempo_reps,3,9,reps,60,false,false,0,false,true,false,shoulder_press; wrist,5,true,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Ring Fly,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Requires qualified coaching in APEX. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide, world_gymnastics_mag_2025."
407,bench_dip_feet_on_floor,Bench Dip (Feet on Floor),Bench Dip (Feet on Floor),Bench Dip (Feet on Floor),movement,strength,strength,strength,,,Bodyweight,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_overhead; shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Bench Dip (Feet on Floor),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
408,bench_dip_feet_elevated,Bench Dip (Feet Elevated),Bench Dip (Feet Elevated),Bench Dip (Feet Elevated),movement,strength,strength,strength,,,Bodyweight,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_overhead; shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Bench Dip (Feet Elevated),,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026."
409,ring_dip_forward_lean,Ring Dip - Forward Lean,Ring Dip - Forward Lean,Ring Dip - Forward Lean,movement,calisthenics,strength; calisthenics,strength; calisthenics; gymnastics,,,Rings,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_overhead; shoulder_press; wrist,4,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Ring Dip - Forward Lean,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide, world_gymnastics_mag_2025."
410,assisted_ring_dip,Assisted Ring Dip,Assisted Ring Dip,Assisted Ring Dip,movement,calisthenics,strength; calisthenics,strength; calisthenics; gymnastics,,,Rings,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,shoulder_overhead; shoulder_press; wrist,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Assisted Ring Dip,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide, world_gymnastics_mag_2025."
411,isometric_dip_hold,Isometric Dip Hold,Isometric Dip Hold,Isometric Dip Hold,movement,calisthenics,strength; calisthenics,strength; calisthenics; gymnastics,,,Dip Bars,frontDelts; triceps; sideDelts; chest,vertical_push,resistance_isometric,hold,4,23,seconds,60,false,false,0,true,false,false,shoulder_overhead; shoulder_press; wrist,2,false,false,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide; world_gymnastics_mag_2025,yes,enriched_from_review_queue,Isometric Dip Hold,,"Hold with continuous breathing and end the set when position changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide, world_gymnastics_mag_2025."
412,mixed_grip_pull_up,Mixed-Grip Pull-up,Mixed-Grip Pull-up,Mixed-Grip Pull-up,movement,calisthenics,street; strength; calisthenics,strength; calisthenics; street_workout,,,Pull Up Bar,lats; biceps; upperBack; forearms,vertical_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,elbow; shoulder_overhead,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Mixed-Grip Pull-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
413,archer_pull_up,Archer Pull-up,Archer Pull-up,Archer Pull-up,movement,calisthenics,street; strength; calisthenics,strength; calisthenics; street_workout,,,Pull Up Bar,lats; biceps; upperBack; forearms,vertical_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,elbow; shoulder_overhead,4,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Archer Pull-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
414,typewriter_pull_up,Typewriter Pull-up,Typewriter Pull-up,Typewriter Pull-up,movement,calisthenics,street; strength; calisthenics,strength; calisthenics; street_workout,,,Pull Up Bar,lats; biceps; upperBack; forearms,vertical_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,elbow; shoulder_overhead,4,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Typewriter Pull-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
415,commando_pull_up,Commando Pull-up,Commando Pull-up,Commando Pull-up,movement,calisthenics,street; strength; calisthenics,strength; calisthenics; street_workout,,,Pull Up Bar,lats; biceps; upperBack; forearms,vertical_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,true,false,false,elbow; shoulder_overhead,2,false,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026; crossfit_gymnastics_guide,yes,enriched_from_review_queue,Commando Pull-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Evidence: acsm_resistance_2002, acsm_resistance_2026, crossfit_gymnastics_guide."
416,behind_the_neck_pull_up,Behind-the-Neck Pull-up,Behind-the-Neck Pull-up,Behind-the-Neck Pull-up,movement,strength,strength,strength,,,Pull Up Bar,lats; biceps; upperBack; forearms,vertical_pull,resistance_dynamic,tempo_reps,4,9,reps,60,false,false,0,false,false,false,elbow; shoulder_overhead; shoulder_press,5,true,true,standard_compound,internally_reviewed,acsm_resistance_2002; acsm_resistance_2026,yes,enriched_from_review_queue,Behind-the-Neck Pull-up,,"Controlled resistance repetitions; use the APEX tempo for this movement family and stop before technique changes. Requires qualified coaching in APEX. Evidence: acsm_resistance_2002, acsm_resistance_2026."
417,one_arm_pull_up_assisted,One-Arm Pull-up (Assisted),One-Arm Pull-up (Assisted),One-Arm Pull-up (Assisted),movement,calisthenics,street; calisthenics,calisthenics; street_workout,,,Pull Up Bar,lats; biceps; upperBack; forearms,vertical_pull,skill_drill,quality,4,4,reps,60,true,false,0,true,false,false,elbow; shoulder_overhead,4,false,false,standard_compound,internally_reviewed,crossfit_gymnastics_guide,yes,enriched_from_review_queue,One-Arm Pull-up (Assisted),,Quality practice only; prerequisites and the coached-only gate take precedence over volume. Evidence: crossfit_gymnastics_guide.
